date,value
2023-07-25,128.12177980854176
2023-07-26,113.63069106446288
2023-07-27,120.50084072311952
2023-07-28,133.0871867867836
2023-07-29,140.16416759221946
2023-07-30,138.45679271227638
2023-07-31,136.05702708925133
2023-08-01,125.04138405887372
2023-08-02,122.8223335088943
2023-08-03,119.84589251851393
2023-08-04,124.08999726318721
2023-08-05,135.02094346683154
2023-08-06,120.27862737933813
2023-08-07,131.098555107994
2023-08-08,101.93153318581142
2023-08-09,105.81726539771421
2023-08-10,118.30020092381737
2023-08-11,125.92761680210121
2023-08-12,125.23102511993787
2023-08-13,129.10319306297657
2023-08-14,133.8003200933685
2023-08-15,115.54902333663155
2023-08-16,123.47754239032395
2023-08-17,113.89358280969867
2023-08-18,123.47611506842622
2023-08-19,137.05830903950266
2023-08-20,131.2850645851153
2023-08-21,119.938221938803
2023-08-22,115.45959696008916
2023-08-23,110.161302605412
2023-08-24,105.19385515447978
2023-08-25,118.30972046222679
2023-08-26,123.4550765079961
2023-08-27,133.4835474320904
2023-08-28,123.39512522452895
2023-08-29,112.9072265880652
2023-08-30,108.16280549962961
2023-08-31,111.52944852497575
2023-09-01,121.11165898219063
2023-09-02,120.64911858672197
2023-09-03,122.17888955699752
2023-09-04,127.31443521047356
2023-09-05,110.87286335062703
2023-09-06,100.26766792814729
2023-09-07,111.3363245781287
2023-09-08,119.09354407841846
2023-09-09,116.78930656214068
2023-09-10,127.37593341665242
2023-09-11,124.3575299044185
2023-09-12,113.74230378528237
2023-09-13,109.49521446643006
2023-09-14,101.12729128671046
2023-09-15,117.51154671839933
2023-09-16,122.05802386980638
2023-09-17,122.99170218413175
2023-09-18,124.25869387675668
2023-09-19,118.5424890945848
2023-09-20,114.63260170912395
2023-09-21,114.09806093733921
2023-09-22,114.73322651399745
2023-09-23,124.81065305391694
2023-09-24,128.7662715103231
2023-09-25,120.08906589510772
2023-09-26,111.42812046875427
2023-09-27,109.45877420740456
2023-09-28,106.9580759267326
2023-09-29,111.41726196971794
2023-09-30,120.80792378879946
2023-10-01,127.98647434516266
2023-10-02,119.43451186365334
2023-10-03,112.46338288414465
2023-10-04,108.73014741054511
2023-10-05,105.47176334255117
2023-10-06,118.98817217598348
2023-10-07,124.96948909038869
2023-10-08,118.88957995439972
2023-10-09,126.92949669236144
2023-10-10,108.60869412490985
2023-10-11,97.50595467513196
2023-10-12,102.57395021288511
2023-10-13,110.60632889011572
2023-10-14,123.89208333604081
2023-10-15,124.30152778132944
2023-10-16,118.69200383603969
2023-10-17,114.92002128559446
2023-10-18,108.24063608422667
2023-10-19,110.18978685691705
2023-10-20,118.62142820284708
2023-10-21,127.62276050931614
2023-10-22,116.09179511761839
2023-10-23,119.56442213880227
2023-10-24,101.98032148997541
2023-10-25,107.83055769337348
2023-10-26,109.74423310824689
2023-10-27,123.00634824204829
2023-10-28,131.73489500583182
2023-10-29,128.9479780230263
2023-10-30,120.23491003616428
2023-10-31,116.70448237728463
2023-11-01,106.45480579722472
2023-11-02,111.25101564414155
2023-11-03,124.24599473379496
2023-11-04,124.5901246578867
2023-11-05,133.58995960085113
2023-11-06,127.79595100233423
2023-11-07,111.22125816634201
2023-11-08,115.72425024041088
2023-11-09,116.55456192355784
2023-11-10,121.67156723028494
2023-11-11,125.45635707352318
2023-11-12,127.19638006382809
2023-11-13,123.69279586318576
2023-11-14,120.72113282706616
2023-11-15,108.12982145666606
2023-11-16,117.34211743278718
2023-11-17,117.08506656802625
2023-11-18,130.41802884931704
2023-11-19,134.24893649902018
2023-11-20,140.8523251644666
2023-11-21,113.40380297573913
2023-11-22,122.586262002539
2023-11-23,118.257386692904
2023-11-24,127.7380437473345
2023-11-25,134.4525074748836
2023-11-26,138.38010874741556
2023-11-27,130.34672136585814
2023-11-28,130.08110517655058
2023-11-29,115.49560261204938
2023-11-30,125.75169911281448
2023-12-01,125.07255991986547
2023-12-02,136.2008482072199
2023-12-03,133.46638940726984
2023-12-04,136.08763239561455
2023-12-05,132.76073358802103
2023-12-06,120.1415448750971
2023-12-07,121.88181065660721
2023-12-08,125.52158911112835
2023-12-09,138.17970086515126
2023-12-10,133.70927159639095
2023-12-11,132.11734756224863
2023-12-12,129.55963309038538
2023-12-13,130.03455222733155
2023-12-14,139.8431952977033
2023-12-15,131.11156584679375
2023-12-16,149.4705662959129
2023-12-17,145.87715388935746
2023-12-18,138.92705314179682
2023-12-19,133.60578750566054
2023-12-20,126.78088816787474
2023-12-21,129.39479051820936
2023-12-22,135.06148790958298
2023-12-23,138.3743075390591
2023-12-24,140.0223164058969
2023-12-25,146.04195672867874
2023-12-26,133.16127206415854
2023-12-27,126.60145835875653
2023-12-28,132.00369792385547
2023-12-29,144.20305233689456
2023-12-30,149.397908970534
2023-12-31,147.59651206730695
